"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 09 07:48:31 GMT 2023","Mon Oct 09 07:48:31 GMT 2023","50","chromium","example.spec.ts","","","","Test 1",""
